doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_spec,prod_year,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_00124,sound actuator,https://www.golfgtiforum.co.uk/index.php?topic=251025.0,6,0.0935871473403786,2.0_TDI,,unknown,,none,medium,0,2,"[0.02255381699872763, 0.01249455132261051, 0.011047770403700556, 0.011133856368137945, 0.011515643751572139, 0.0935871473403786, 0.01314728495617666, 0.01699531787426702, 0.02815542284060764, 0.024385627785393132, 0.026858608460618036, 0.016394232537496858, 0.013825932677414008, 0.023512050412869637, 0.014954406889474341, 0.013697025982504227, 0.011689571119143075, 0.021576781972157906, 0.010710627736059948, 0.01666241474474375, 0.015302254168994821, 0.023083218784063428, 0.019870220956047614, 0.01996593044832555, 0.010854034401584004, 0.01365725650530109, 0.017536633611566838]"
doc_00125,GTI Remap,https://www.golfgtiforum.co.uk/index.php?topic=251213.0,9,0.33537866078303186,2.0_TSI,,MK6,,none,high,1,6,"[0.037956618548330726, 0.010511230578177166, 0.0110503621502088, 0.012431239143333885, 0.011977190122950713, 0.03745605080376494, 0.012358133956712552, 0.02325193782659811, 0.33537866078303186, 0.03376210880490165, 0.04136208805904248, 0.015349363414513168, 0.012240643185245113, 0.020456983615559574, 0.014091271051333669, 0.013056023744030726, 0.013199283227902057, 0.01931293855949404, 0.011818336152432933, 0.03879293633746186, 0.017221344577816156, 0.027423053760782398, 0.04966257056553709, 0.025907727563285125, 0.011912412301526155, 0.014168299885132244, 0.016527181486788473]"
doc_00136,"19"" wheels or sunroof",https://www.golfgtiforum.co.uk/index.php?topic=251517.0,23,0.01662043132725038,2.0_TSI,,unknown,,none,medium,0,7,"[0.02181530817649879, 0.0033623871340813286, 0.0039911294857707886, 0.005074320627952353, 0.004722552635834076, 0.009070816298339784, 0.004573570135284895, 0.017673898187964346, 0.00877483804422206, 0.06890516100094059, 0.007527193137979292, 0.004145132914444961, 0.00414793000764913, 0.008706727211660574, 0.005393677339048334, 0.006080455438870388, 0.0058684376675844155, 0.012341685071345258, 0.005111410234028949, 0.00885477541442224, 0.009940494589852958, 0.005986062200770596, 0.01662043132725038, 0.005213023672163099, 0.004474960146957584, 0.006869184553787531, 0.007150495972290944]"
doc_00138,Golf GTi / GTD Dynaudio vs VW Plug and Play Sound Package,https://www.golfgtiforum.co.uk/index.php?topic=251542.0,10,0.04923465419151552,2.0_TSI,,MK7,,none,high,2,13,"[0.03053056334861963, 0.0035592865328835308, 0.004047653161162144, 0.004868334970957142, 0.00442261754411413, 0.0134150461918627, 0.004792765756460526, 0.014024987679821917, 0.011391028363453943, 0.04923465419151552, 0.009277851064031626, 0.004730722061795316, 0.004649946475457255, 0.009606805537856594, 0.005691582195761588, 0.00606301138071259, 0.005085497347677713, 0.01033997792680242, 0.004514897777453467, 0.00969178802608421, 0.008749988705399878, 0.0071548367151205985, 0.017366205301220572, 0.006113210455945493, 0.004425464107978255, 0.005847815710198559, 0.007557441881634861]"
doc_00140,Impressions of the 105hp 1.6 Bluemotion diesel,https://www.golfgtiforum.co.uk/index.php?topic=251585.0,1,1.0,2.0_TSI,,MK7,,none,medium,1,4,"[1.0, 1.9433897003770527e-308, 2.393790370158595e-308, 3.047435736033942e-308, 2.3004311094074857e-308, 4.989252470514212e-308, 2.6257691352728295e-308, 1.3594431791474728e-307, 5.292687891887032e-308, 1.7441498298791634e-307, 4.714623725239372e-308, 2.683247878823395e-308, 2.8383050515603886e-308, 5.035338938190363e-308, 3.068622462908612e-308, 3.3870714682486e-308, 2.6430573679164693e-308, 5.278380373343577e-308, 2.383237721966218e-308, 6.337594774037938e-308, 5.784278831084006e-308, 3.6291705663337574e-308, 1.3894774147958782e-307, 3.127444724583395e-308, 2.7028250902581665e-308, 2.95965833437771e-308, 4.1360518839715917e-308]"
doc_00144,My 1.6 TDI,https://www.golfgtiforum.co.uk/index.php?topic=251690.0,16,0.3045093310242806,1.6_TDI,,unknown,,none,medium,1,1,"[0.009817559701718067, 0.007269819144628436, 0.010358937748406504, 0.008843767209028089, 0.006719117203257663, 0.008146558204640062, 0.019821883800707256, 0.009882765939915565, 0.007716773896960315, 0.00950571522461926, 0.009700712524178317, 0.013268934996972535, 0.017071693335926168, 0.024569526215642602, 0.029406533562684065, 0.3045093310242806, 0.0072875796022705995, 0.02083473499096591, 0.007602915220997611, 0.0071667256171369835, 0.012289048360974315, 0.009646375832117719, 0.00851586961525773, 0.007841308664550267, 0.008847758553300465, 0.009857841296819594, 0.04853983989707249]"
doc_00146,I only went in for some screen wash..,https://www.golfgtiforum.co.uk/index.php?topic=251614.0,8,0.30042693438846585,2.0_TSI,,MK7,,none,medium,1,10,"[0.061284899080363754, 0.008537437318424785, 0.011728723229601428, 0.016810011791698998, 0.011306149048425957, 0.017789311940713752, 0.012147613482588, 0.30042693438846585, 0.019430704509711027, 0.05837332013920756, 0.018189798460639662, 0.01095619300741, 0.011474861409781267, 0.021443738091789424, 0.013871598816914526, 0.01596074907843423, 0.01346014605608203, 0.03089613362858376, 0.01209177636866679, 0.0264347850896342, 0.045342500499698825, 0.01466975429982558, 0.05172221028946094, 0.012796560542111078, 0.014107739794461498, 0.015493411826967996, 0.018417022299012754]"
doc_00148,Get down to the Gadget show live in Birmingham,https://www.golfgtiforum.co.uk/index.php?topic=251684.0,10,0.02317410631368425,2.0_TSI,2013,unknown,,none,high,3,9,"[0.028370057727520038, 0.002547248552812005, 0.0033768912949205944, 0.004523783178050231, 0.0034818163697734783, 0.006939136662253696, 0.0038349837031451347, 0.02292926044349352, 0.009308914257325506, 0.02317410631368425, 0.007703432478233779, 0.003595485434045058, 0.003384626290965566, 0.00699985930258255, 0.004470456115990348, 0.004732791247582993, 0.004188165551899365, 0.00768675059795599, 0.0037349200159073658, 0.012380525354079214, 0.009233800493152429, 0.00565383424516288, 0.048228214154905885, 0.004979132821503709, 0.004041998260044529, 0.0046163434011294, 0.00576242768013807]"
doc_00151,Which colour will you be ordering?,https://www.golfgtiforum.co.uk/index.php?topic=251373.0,10,0.13425918932748102,2.0_TSI,2013,MK7,2000.0,high,medium,3,35,"[0.06758178483285984, 0.011839060433525606, 0.014369921924713008, 0.019036086653772214, 0.01647633938134824, 0.025185064948148893, 0.015669425477521638, 0.07837467624588897, 0.02505874641807156, 0.13425918932748102, 0.022675907272766537, 0.01412099686104504, 0.01503353985367426, 0.028184396506617988, 0.018288228210623453, 0.021902436628572747, 0.02105914329153686, 0.04311022767511312, 0.0184824242161864, 0.028853394685272454, 0.04135122624219168, 0.01853545104639039, 0.052054771071921066, 0.01626971421919214, 0.016262567915651283, 0.02422697165735106, 0.024341667643859102]"
doc_00152,More Options to come? UK Spec,https://www.golfgtiforum.co.uk/index.php?topic=251915.0,10,0.11548179458799555,2.0_TSI,,unknown,,none,medium,1,10,"[0.06895756149351501, 0.011354650247969911, 0.01428901589767734, 0.01916041317836488, 0.01564744429512179, 0.02400210968767384, 0.015618782571621465, 0.09536835720185155, 0.02476992478693388, 0.11548179458799555, 0.02284702173667285, 0.014034236978182329, 0.014819490245505232, 0.028574499536747767, 0.018286207472335322, 0.021825515918828132, 0.019809386998008348, 0.04256705843683598, 0.017593934724482615, 0.02946484185541102, 0.04478882402527454, 0.018514224147360554, 0.05471069151464256, 0.016178770327883153, 0.01632512793887241, 0.023065118134598134, 0.024548356700930293]"
doc_00154,GTI Brochure,https://www.golfgtiforum.co.uk/index.php?topic=251954.0,10,0.15232189586964123,2.0_TSI,,unknown,,none,medium,1,8,"[0.07806902151556203, 0.011278844170607231, 0.014138257441412784, 0.01858482922751529, 0.015245041735203042, 0.026077927703246868, 0.015780645088088328, 0.09819758909297652, 0.028101334818903437, 0.15232189586964123, 0.025551240520447185, 0.01462942377338821, 0.014759544446025076, 0.030331457592371762, 0.018645811238313267, 0.021339862417043293, 0.018969822784164706, 0.04085932176717752, 0.01690600274243396, 0.03297589167615175, 0.04121220300587702, 0.020051573978816482, 0.06905584074371644, 0.01737758461263617, 0.016136888904367284, 0.02220507300861436, 0.025134264639379435]"
doc_00155,GTD Brochure - When can we download it?,https://www.golfgtiforum.co.uk/index.php?topic=251881.0,10,0.01835661299580886,2.0_TSI,,unknown,,none,high,2,20,"[0.01819316024004702, 0.002777546725194169, 0.004051386945565078, 0.005631193699703899, 0.003746523539725301, 0.006198443476680352, 0.0045871473452080355, 0.05401907655662038, 0.007290449371532646, 0.01835661299580886, 0.007251108461154402, 0.003991288768172115, 0.004055681637790822, 0.008764582194831207, 0.005415199014901343, 0.006199447493183729, 0.004524771714890237, 0.010309106880832959, 0.004162280206878466, 0.009486903777821036, 0.016127596134118145, 0.005678306730984641, 0.018224867251656115, 0.004879594808916698, 0.004837005663782811, 0.005332708051897465, 0.007389231966454098]"
doc_00157,GTi & GTD xenon headlights,https://www.golfgtiforum.co.uk/index.php?topic=251787.0,16,0.42314305947645087,2.0_TSI,,MK7,,none,medium,1,16,"[0.011749973548730032, 0.007875184503652651, 0.01108990313440754, 0.0099531016223925, 0.007535351938417937, 0.009300965749696148, 0.018890308768149244, 0.011871072002062255, 0.008743631045579382, 0.011387646332945069, 0.010757107217227203, 0.01359062877005601, 0.017702566655571444, 0.0308390254423524, 0.027676640829042275, 0.42314305947645087, 0.008308188647142924, 0.026357974523245148, 0.008587059351329975, 0.008156918142349362, 0.014747394219065296, 0.01054195142445969, 0.009974778488279861, 0.008503435759547028, 0.009677268924079089, 0.011404514843901516, 0.053173966321179204]"
doc_00158,"Colour screen, yay or ney",https://www.golfgtiforum.co.uk/index.php?topic=251921.0,8,0.0713075363350155,2.0_TSI,,MK7,,none,medium,3,16,"[0.01927743749729811, 0.0027877825880545377, 0.003952334934559491, 0.005559548710756021, 0.003860156407684316, 0.006245496628601729, 0.0043865233742672975, 0.0713075363350155, 0.007161543193746163, 0.021716649496372416, 0.006816359617814004, 0.003799021195023032, 0.003907157182709078, 0.008045770529256346, 0.005123077624387559, 0.005918527807430308, 0.004729815768699965, 0.010344267856691262, 0.004291269521448591, 0.009473812085664756, 0.015498130258084363, 0.0053930050990512015, 0.018650394551087385, 0.004693696515134115, 0.004742519295669148, 0.005468466908712223, 0.006871175629989852]"
doc_00159,Will they move the handbrake button?,https://www.golfgtiforum.co.uk/index.php?topic=252011.0,12,1.0,unknown,,MK7,,none,medium,0,3,"[2.787689305574502e-308, 2.2380922981097077e-308, 2.6728022071309715e-308, 2.17405516128246e-308, 1.835201700241221e-308, 3.061241792757289e-308, 5.33411351076823e-308, 2.5363698703112697e-308, 3.1292712275973683e-308, 2.678032461591582e-308, 5.525990724738547e-308, 1.0, 4.964841998849133e-308, 7.038714284455974e-308, 7.575058318188357e-308, 3.995034564175604e-308, 1.8882849159679383e-308, 3.694289361927658e-308, 1.901425969548367e-308, 2.483592473913632e-308, 2.7268225823942734e-308, 6.527998761999662e-308, 2.6406463437333503e-308, 4.538691521229842e-308, 2.3409127400328106e-308, 2.321498265906564e-308, 5.979505646441633e-308]"
doc_00161,Alternatives to the New Golf GTi/GTD,https://www.golfgtiforum.co.uk/index.php?topic=251958.0,1,0.1752146116181782,2.0_TSI,,MK7,32000.0,high,high,2,9,"[0.1752146116181782, 0.011489865075066148, 0.014128902848889591, 0.018539068917664263, 0.014338683439279326, 0.03019097656682189, 0.015173177775430495, 0.0794038645236709, 0.037258759900313215, 0.08699410855104465, 0.02946676740159355, 0.015466985151535426, 0.015287361553503225, 0.02655478240486119, 0.01738715357910685, 0.018497442389141125, 0.016559115813404832, 0.0287764013288439, 0.01477652315214542, 0.05245909087792044, 0.03406571993594404, 0.022182362025391294, 0.14933521087514834, 0.019806405774332007, 0.016591745614973386, 0.017817630075977326, 0.022237282829819058]"
doc_00164,What's the difference between the mark 7gti engine compared to the mark 6 engine,https://www.golfgtiforum.co.uk/index.php?topic=251961.0,1,1.0,2.0_TSI,,MK7,,none,high,1,5,"[1.0, 1.98673187255544e-308, 2.394156194087274e-308, 2.980247885083762e-308, 2.32311405852582e-308, 5.47445653009725e-308, 2.668131476707752e-308, 1.1647356439975723e-307, 5.780187591463996e-308, 1.9611368257791106e-307, 5.069266655933436e-308, 2.7872979952990293e-308, 2.881005337976793e-308, 5.243389918662294e-308, 3.136742244562606e-308, 3.4033076350116845e-308, 2.655297161481804e-308, 5.272113918348561e-308, 2.3951184267709267e-308, 6.485569523377796e-308, 5.416297568738256e-308, 3.8419980942769895e-308, 1.4212562722339504e-307, 3.2876262103375774e-308, 2.6705990656274624e-308, 2.986620965212077e-308, 4.2297632919541717e-308]"
doc_00167,Difference between old and new GTD engine,https://www.golfgtiforum.co.uk/index.php?topic=252059.0,20,0.022249315374799686,2.0_TDI,,MK7,,none,medium,0,9,"[0.01594047505526558, 0.0023937291604193005, 0.0032993570030942277, 0.004251084255182455, 0.0032519485948209986, 0.008748348699658237, 0.0038361242508359243, 0.00964946821598268, 0.018447710081491174, 0.011332350754214342, 0.010291598160337104, 0.0036541082511189387, 0.0031086101097145998, 0.006291048918288713, 0.00431215120968047, 0.004135197836786966, 0.0036208641176563028, 0.006326602350562111, 0.0032386755113675576, 0.022249315374799686, 0.0062648820282988635, 0.007092667067410756, 0.03395956301577193, 0.006539839246796542, 0.003999969605220925, 0.0038825979883938496, 0.005177090164903703]"
doc_00171,ADC,https://www.golfgtiforum.co.uk/index.php?topic=252141.0,15,0.04696725537278384,1.6_TDI,,unknown,,none,medium,0,6,"[0.0057908029269870135, 0.00334810688334504, 0.005107519468663853, 0.004528586640501053, 0.0032367008452425204, 0.005292061721198215, 0.013417186178220766, 0.005568862807705281, 0.005291948561508129, 0.005571904449852746, 0.00785602693543997, 0.011708682285592815, 0.009003951596144897, 0.02338658165550097, 0.04696725537278384, 0.015237269431568976, 0.003449918108583033, 0.010353151600544975, 0.003518068661270104, 0.004565530856587915, 0.006461244628352163, 0.008009225456205263, 0.005241949109514532, 0.005913660576072904, 0.004701385616078024, 0.004536721648854109, 0.04102568457191795]"
doc_00173,Seems the Mk 7 GTD/GTI is taking business away from the Scirocco,https://www.golfgtiforum.co.uk/index.php?topic=252252.0,1,0.057479349278882104,2.0_TSI,2015,MK7,,none,medium,2,8,"[0.057479349278882104, 0.0025490142230400288, 0.003152880195371768, 0.004058528074214901, 0.0033243509660099, 0.007648824608781263, 0.0036109855106028015, 0.016706405042189294, 0.008268201074596507, 0.052487131111727446, 0.006785043946601678, 0.0034521959396285654, 0.003490282843171323, 0.006882158356236655, 0.0042439882196620635, 0.004652681478784702, 0.003928010200445978, 0.007593198584371676, 0.0034900487942520525, 0.008939434387788072, 0.007765149285203571, 0.005158916275154055, 0.020936232021801355, 0.004493559299465472, 0.0036175784939386974, 0.004354401532204321, 0.005625849151006243]"
doc_00174,Discover Nav Pro,https://www.golfgtiforum.co.uk/index.php?topic=252225.0,14,1.0,unknown,,MK7,,none,medium,2,7,"[5.432330097490811e-308, 2.3272563137201774e-308, 3.451352892469763e-308, 3.387865725232133e-308, 2.3202447740201693e-308, 4.1402177686883625e-308, 6.567774343595263e-308, 5.021344923955943e-308, 4.0322056841435647e-308, 4.949108184391544e-308, 5.57452763937766e-308, 5.449627971817797e-308, 5.786500665865942e-308, 1.0, 1.0410590009949506e-307, 1.0447992507020167e-307, 2.531852322839789e-308, 8.821191217800062e-308, 2.501328846610899e-308, 3.5938145731512925e-308, 5.536562784784192e-308, 5.246866095363601e-308, 4.508417489650238e-308, 3.824901095520083e-308, 3.301155742303042e-308, 3.336046321001023e-308, 3.568395459761615e-307]"
doc_00176,Weight....,https://www.golfgtiforum.co.uk/index.php?topic=252266.0,1,1.0,2.0_TDI,,MK7,,none,medium,0,12,"[1.0, 1.9972184702379334e-308, 2.436556020417083e-308, 3.0288889993803816e-308, 2.3217794238079426e-308, 5.363089368148025e-308, 2.7288172234038936e-308, 1.2010510048592648e-307, 5.634318546038456e-308, 1.8873530369035648e-307, 5.108565540443949e-308, 2.8417508028883315e-308, 2.962435345462557e-308, 5.485593231411116e-308, 3.222751984023614e-308, 3.517387914474194e-308, 2.6538582725921073e-308, 5.432120424569528e-308, 2.402819228176143e-308, 6.357930995625329e-308, 5.59671823447224e-308, 3.8845666786466147e-308, 1.3683364868938327e-307, 3.2965703107208443e-308, 2.708676388651665e-308, 3.0124895721209693e-308, 4.399892193258887e-308]"
doc_00181,GTI / GTD - Things not yet discussed,https://www.golfgtiforum.co.uk/index.php?topic=252418.0,19,0.013011368699246706,2.0_TSI,,MK7,,none,high,0,5,"[0.22994516599606002, 0.009946362655314369, 0.0136723828043102, 0.017397427555551154, 0.012434472067119586, 0.028944779064266953, 0.016243640334274372, 0.06539915629154526, 0.02994741096751865, 0.09403130525876441, 0.029087442099247043, 0.015065647695267642, 0.016073386038003196, 0.03495727279006366, 0.019467487836567134, 0.02173651698705864, 0.014259958128682007, 0.033703710381458606, 0.013011368699246706, 0.031443584689774484, 0.034189312198183296, 0.02248413799828573, 0.061752423769446535, 0.01871194700780664, 0.015470595165308899, 0.016614134155486657, 0.02757161081052114]"
